Year,WZ2008_Code,Economic_Activity,Employee_Size_Class,Enterprises,Local units,Persons employed,Turnover,Turnover per enterprise,Turnover per person employed,Input of goods,Gross capital formation,Disposal of tangible fixed assets,Gross yield ratio,Expenditure
2011,WZ08-4643,Wholesale of electrical household appliances,1 to 2 persons employed,891.0,891.0,1290.0,2608.0,2927.0,2021.0,2523.0,3.0,1.0,3.2,2573.0
2011,WZ08-4643,Wholesale of electrical household appliances,3 to 5 persons employed,681.0,752.0,2518.0,609.0,893.0,242.0,473.0,2.0,0.0,22.3,578.0
2011,WZ08-4643,Wholesale of electrical household appliances,6 to 19 persons employed,783.0,947.0,8720.0,2421.0,3091.0,278.0,1820.0,11.0,2.0,24.8,2337.0
2011,WZ08-4643,Wholesale of electrical household appliances,20 or more persons employed,546.0,1704.0,57502.0,39535.0,72399.0,688.0,31168.0,221.0,47.0,21.2,39212.0
2011,WZ08-4644,"Wholesale of china, glassware, cleaning materials",1 to 2 persons employed,731.0,731.0,1107.0,194.0,265.0,175.0,132.0,6.0,1.0,32.0,167.0
2011,WZ08-4644,"Wholesale of china, glassware, cleaning materials",3 to 5 persons employed,309.0,345.0,1070.0,300.0,971.0,281.0,233.0,2.0,0.0,22.3,285.0
2011,WZ08-4644,"Wholesale of china, glassware, cleaning materials",6 to 19 persons employed,204.0,221.0,2548.0,438.0,2141.0,172.0,302.0,4.0,1.0,31.0,415.0
2011,WZ08-4644,"Wholesale of china, glassware, cleaning materials",20 or more persons employed,295.0,435.0,16751.0,7507.0,25423.0,448.0,5622.0,62.0,4.0,25.1,7755.0
2011,WZ08-4645,Wholesale of perfume and cosmetics,1 to 2 persons employed,454.0,454.0,709.0,247.0,544.0,348.0,211.0,2.0,1.0,14.5,242.0
2011,WZ08-4645,Wholesale of perfume and cosmetics,3 to 5 persons employed,194.0,203.0,737.0,301.0,1553.0,408.0,148.0,0.0,0.0,50.9,242.0
2011,WZ08-4645,Wholesale of perfume and cosmetics,6 to 19 persons employed,141.0,148.0,1326.0,501.0,3562.0,378.0,380.0,4.0,1.0,24.1,498.0
2011,WZ08-4645,Wholesale of perfume and cosmetics,20 or more persons employed,281.0,683.0,25425.0,7813.0,27826.0,307.0,3942.0,84.0,73.0,49.5,7773.0
2011,WZ08-4646,Wholesale of pharmaceutical goods,1 to 2 persons employed,1968.0,2031.0,2813.0,1409.0,716.0,501.0,1012.0,9.0,4.0,28.2,1282.0
2011,WZ08-4646,Wholesale of pharmaceutical goods,3 to 5 persons employed,1523.0,1770.0,5572.0,2118.0,1391.0,380.0,1535.0,51.0,4.0,27.5,1973.0
2011,WZ08-4646,Wholesale of pharmaceutical goods,6 to 19 persons employed,1893.0,2071.0,20284.0,6404.0,3382.0,316.0,4328.0,54.0,3.0,32.4,6203.0
2011,WZ08-4646,Wholesale of pharmaceutical goods,20 or more persons employed,1284.0,2150.0,131414.0,71091.0,55389.0,541.0,53773.0,540.0,126.0,24.4,70824.0
2011,WZ08-4647,"Wholesale of furniture,carpets,lighting equipment",1 to 2 persons employed,637.0,638.0,812.0,733.0,1152.0,903.0,554.0,4.0,1.0,24.4,732.0
2011,WZ08-4647,"Wholesale of furniture,carpets,lighting equipment",3 to 5 persons employed,588.0,665.0,2584.0,720.0,1225.0,279.0,534.0,1.0,4.0,25.9,677.0
2011,WZ08-4647,"Wholesale of furniture,carpets,lighting equipment",6 to 19 persons employed,303.0,328.0,3934.0,1789.0,5907.0,455.0,1269.0,11.0,0.0,29.1,1632.0
2011,WZ08-4647,"Wholesale of furniture,carpets,lighting equipment",20 or more persons employed,193.0,279.0,9616.0,4691.0,24347.0,488.0,3369.0,26.0,3.0,28.2,4457.0
2011,WZ08-4648,Wholesale of watches and jewellery,1 to 2 persons employed,724.0,734.0,836.0,259.0,357.0,309.0,179.0,2.0,0.0,31.0,250.0
2011,WZ08-4648,Wholesale of watches and jewellery,3 to 5 persons employed,233.0,254.0,915.0,363.0,1557.0,397.0,288.0,0.0,0.0,20.8,351.0
2011,WZ08-4648,Wholesale of watches and jewellery,6 to 19 persons employed,207.0,395.0,1528.0,988.0,4780.0,647.0,861.0,3.0,0.0,12.9,935.0
2011,WZ08-4648,Wholesale of watches and jewellery,20 or more persons employed,138.0,463.0,8784.0,2535.0,18318.0,289.0,1593.0,64.0,1.0,37.1,2452.0
2011,WZ08-4649,Wholesale of other household goods,1 to 2 persons employed,4038.0,4044.0,5617.0,1833.0,454.0,326.0,1382.0,5.0,3.0,24.6,1657.0
2011,WZ08-4649,Wholesale of other household goods,3 to 5 persons employed,2277.0,2385.0,8641.0,2218.0,974.0,257.0,1605.0,18.0,2.0,27.6,2090.0
2011,WZ08-4649,Wholesale of other household goods,6 to 19 persons employed,1584.0,2085.0,16676.0,4252.0,2685.0,255.0,3109.0,33.0,5.0,26.9,4105.0
2011,WZ08-4649,Wholesale of other household goods,20 or more persons employed,1351.0,2826.0,98091.0,36288.0,26852.0,370.0,27326.0,387.0,66.0,24.7,35500.0
2011,WZ08-465,"Wholesale of information, communication equipment",1 to 2 persons employed,1470.0,1497.0,1833.0,904.0,615.0,493.0,784.0,5.0,0.0,13.3,849.0
2011,WZ08-465,"Wholesale of information, communication equipment",3 to 5 persons employed,1447.0,1508.0,5905.0,1242.0,858.0,210.0,897.0,15.0,1.0,27.7,1161.0
2011,WZ08-465,"Wholesale of information, communication equipment",6 to 19 persons employed,1585.0,1873.0,16895.0,5660.0,3572.0,335.0,4101.0,28.0,5.0,27.5,5391.0
2011,WZ08-465,"Wholesale of information, communication equipment",20 or more persons employed,1009.0,2415.0,112505.0,77278.0,76623.0,687.0,63395.0,401.0,29.0,18.0,76458.0
2011,WZ08-4651,"Wholesale of computers, equipment, software",1 to 2 persons employed,962.0,970.0,1238.0,355.0,369.0,287.0,281.0,4.0,0.0,20.8,325.0
2011,WZ08-4651,"Wholesale of computers, equipment, software",3 to 5 persons employed,769.0,817.0,3193.0,526.0,683.0,165.0,361.0,12.0,1.0,31.3,493.0
2011,WZ08-4651,"Wholesale of computers, equipment, software",6 to 19 persons employed,1050.0,1241.0,10732.0,3185.0,3032.0,297.0,2368.0,16.0,3.0,25.7,3081.0
2011,WZ08-4651,"Wholesale of computers, equipment, software",20 or more persons employed,670.0,1576.0,71948.0,49329.0,73635.0,686.0,39447.0,279.0,20.0,20.0,47530.0
2011,WZ08-4652,Wholesale of electronic and telecom. equipment,1 to 2 persons employed,508.0,527.0,595.0,550.0,1083.0,923.0,503.0,1.0,0.0,8.5,525.0
2011,WZ08-4652,Wholesale of electronic and telecom. equipment,3 to 5 persons employed,678.0,691.0,2712.0,716.0,1056.0,264.0,536.0,3.0,0.0,25.2,667.0
2011,WZ08-4652,Wholesale of electronic and telecom. equipment,6 to 19 persons employed,534.0,632.0,6162.0,2475.0,4634.0,402.0,1733.0,12.0,2.0,30.0,2310.0
2011,WZ08-4652,Wholesale of electronic and telecom. equipment,20 or more persons employed,339.0,839.0,40556.0,27949.0,82534.0,689.0,23948.0,122.0,9.0,14.3,28929.0
2011,WZ08-466,"Wholesale of other machinery, equipment, supplies",1 to 2 persons employed,8024.0,8222.0,10854.0,3850.0,480.0,355.0,3015.0,46.0,11.0,21.7,3518.0
2011,WZ08-466,"Wholesale of other machinery, equipment, supplies",3 to 5 persons employed,4083.0,4259.0,14918.0,4471.0,1095.0,300.0,3348.0,55.0,11.0,25.1,4244.0
2011,WZ08-466,"Wholesale of other machinery, equipment, supplies",6 to 19 persons employed,5963.0,6963.0,59223.0,19027.0,3191.0,321.0,13992.0,261.0,67.0,26.5,18140.0
2011,WZ08-466,"Wholesale of other machinery, equipment, supplies",20 or more persons employed,2975.0,5929.0,181039.0,72701.0,24437.0,402.0,52606.0,1090.0,333.0,27.6,69768.0
2011,WZ08-4661,"Wholesale of agric. machinery, equipment, supplies",1 to 2 persons employed,657.0,657.0,912.0,351.0,534.0,385.0,291.0,5.0,0.0,17.1,333.0
2011,WZ08-4661,"Wholesale of agric. machinery, equipment, supplies",3 to 5 persons employed,337.0,337.0,1265.0,309.0,918.0,244.0,259.0,2.0,0.0,16.2,300.0
2011,WZ08-4661,"Wholesale of agric. machinery, equipment, supplies",6 to 19 persons employed,660.0,814.0,6256.0,2178.0,3299.0,348.0,1733.0,34.0,11.0,20.4,2085.0
2011,WZ08-4661,"Wholesale of agric. machinery, equipment, supplies",20 or more persons employed,370.0,859.0,22084.0,10918.0,29526.0,494.0,8682.0,106.0,29.0,20.5,10571.0
2011,WZ08-4662,Wholesale of machine tools,1 to 2 persons employed,887.0,915.0,1119.0,330.0,372.0,295.0,223.0,3.0,1.0,32.5,293.0
2011,WZ08-4662,Wholesale of machine tools,3 to 5 persons employed,540.0,572.0,1875.0,382.0,707.0,204.0,280.0,7.0,0.0,26.7,370.0
2011,WZ08-4662,Wholesale of machine tools,6 to 19 persons employed,545.0,651.0,5752.0,1848.0,3390.0,321.0,1310.0,41.0,8.0,29.1,1686.0
2011,WZ08-4662,Wholesale of machine tools,20 or more persons employed,274.0,377.0,14036.0,5554.0,20277.0,396.0,3774.0,89.0,13.0,32.0,5230.0
2011,WZ08-4663,"Wholesale of mining,constr.,civil engin.machinery",1 to 2 persons employed,689.0,689.0,1029.0,416.0,604.0,404.0,338.0,13.0,4.0,18.7,385.0
2011,WZ08-4663,"Wholesale of mining,constr.,civil engin.machinery",3 to 5 persons employed,145.0,145.0,571.0,252.0,1733.0,441.0,198.0,9.0,7.0,21.5,241.0
2011,WZ08-4663,"Wholesale of mining,constr.,civil engin.machinery",6 to 19 persons employed,240.0,327.0,2368.0,858.0,3570.0,362.0,621.0,29.0,20.0,27.7,803.0
2011,WZ08-4663,"Wholesale of mining,constr.,civil engin.machinery",20 or more persons employed,225.0,744.0,14584.0,5580.0,24833.0,383.0,4009.0,324.0,127.0,28.2,5358.0
2011,WZ08-4664,Wholesale of machinery for the textile industry,1 to 2 persons employed,,,,,,,,,,,
2011,WZ08-4664,Wholesale of machinery for the textile industry,3 to 5 persons employed,36.0,36.0,139.0,73.0,1990.0,521.0,42.0,0.0,0.0,41.7,71.0
2011,WZ08-4664,Wholesale of machinery for the textile industry,6 to 19 persons employed,,,,,,,,,,,
2011,WZ08-4664,Wholesale of machinery for the textile industry,20 or more persons employed,,,,,,,,,,,
2011,WZ08-4665,Wholesale of office furniture,1 to 2 persons employed,298.0,363.0,440.0,37.0,124.0,84.0,27.0,1.0,0.0,27.7,35.0
2011,WZ08-4665,Wholesale of office furniture,3 to 5 persons employed,89.0,89.0,326.0,97.0,1086.0,298.0,73.0,1.0,0.0,24.8,91.0
2011,WZ08-4665,Wholesale of office furniture,6 to 19 persons employed,290.0,358.0,2639.0,650.0,2245.0,246.0,467.0,4.0,0.0,28.1,599.0
2011,WZ08-4665,Wholesale of office furniture,20 or more persons employed,153.0,245.0,6859.0,1698.0,11133.0,248.0,1146.0,10.0,1.0,32.5,1671.0
2011,WZ08-4666,Wholesale of other office machinery and equipment,1 to 2 persons employed,237.0,237.0,309.0,97.0,408.0,313.0,81.0,4.0,1.0,16.5,89.0
2011,WZ08-4666,Wholesale of other office machinery and equipment,3 to 5 persons employed,277.0,335.0,1107.0,136.0,493.0,123.0,68.0,2.0,1.0,49.9,124.0
2011,WZ08-4666,Wholesale of other office machinery and equipment,6 to 19 persons employed,,,,,,,,,,,
2011,WZ08-4666,Wholesale of other office machinery and equipment,20 or more persons employed,,,,,,,,,,,
2011,WZ08-4669,Wholesale of other machinery and equipment,1 to 2 persons employed,5256.0,5360.0,7046.0,2619.0,498.0,372.0,2056.0,21.0,6.0,21.5,2382.0
2011,WZ08-4669,Wholesale of other machinery and equipment,3 to 5 persons employed,2659.0,2744.0,9637.0,3223.0,1212.0,334.0,2427.0,33.0,3.0,24.7,3047.0
2011,WZ08-4669,Wholesale of other machinery and equipment,6 to 19 persons employed,3853.0,4418.0,38730.0,12875.0,3341.0,332.0,9433.0,144.0,25.0,26.7,12374.0
2011,WZ08-4669,Wholesale of other machinery and equipment,20 or more persons employed,1840.0,3527.0,117701.0,47143.0,25626.0,401.0,33751.0,533.0,160.0,28.4,45133.0
2011,WZ08-467,Other specialised wholesale,1 to 2 persons employed,9863.0,10187.0,14104.0,31393.0,3183.0,2226.0,29898.0,63.0,72.0,4.8,30711.0
2011,WZ08-467,Other specialised wholesale,3 to 5 persons employed,5833.0,6458.0,22413.0,16321.0,2798.0,728.0,14215.0,78.0,17.0,12.9,15760.0
2011,WZ08-467,Other specialised wholesale,6 to 19 persons employed,6968.0,8112.0,72203.0,67674.0,9712.0,937.0,60437.0,399.0,62.0,10.7,66451.0
2011,WZ08-467,Other specialised wholesale,20 or more persons employed,5161.0,13039.0,392176.0,293732.0,56918.0,749.0,255202.0,2146.0,298.0,13.1,290067.0
2011,WZ08-4671,"Wholesale of solid,liquid,gaseous fuels, rel.prod.",1 to 2 persons employed,445.0,447.0,647.0,24337.0,54692.0,37641.0,23846.0,8.0,1.0,2.0,23982.0
2011,WZ08-4671,"Wholesale of solid,liquid,gaseous fuels, rel.prod.",3 to 5 persons employed,195.0,423.0,831.0,4072.0,20904.0,4903.0,3762.0,4.0,3.0,7.6,3874.0
2011,WZ08-4671,"Wholesale of solid,liquid,gaseous fuels, rel.prod.",6 to 19 persons employed,524.0,602.0,5769.0,16537.0,31542.0,2867.0,15892.0,38.0,8.0,3.9,16475.0
2011,WZ08-4671,"Wholesale of solid,liquid,gaseous fuels, rel.prod.",20 or more persons employed,310.0,944.0,19556.0,105582.0,340620.0,5399.0,101359.0,383.0,45.0,4.0,105104.0
2011,WZ08-4672,Wholesale of metals and metal ores,1 to 2 persons employed,890.0,931.0,1303.0,1930.0,2169.0,1481.0,1817.0,13.0,1.0,5.8,1892.0
2011,WZ08-4672,Wholesale of metals and metal ores,3 to 5 persons employed,337.0,374.0,1298.0,5673.0,16810.0,4371.0,5319.0,23.0,0.0,6.2,5635.0
2011,WZ08-4672,Wholesale of metals and metal ores,6 to 19 persons employed,714.0,1031.0,7382.0,24252.0,33966.0,3285.0,23155.0,48.0,5.0,4.5,23987.0
2011,WZ08-4672,Wholesale of metals and metal ores,20 or more persons employed,902.0,1797.0,62163.0,47627.0,52799.0,766.0,40809.0,348.0,65.0,14.3,46896.0
2011,WZ08-4673,"Wholesale of wood,constr.materials,sanitary equip.",1 to 2 persons employed,2391.0,2467.0,3697.0,1376.0,576.0,372.0,1171.0,12.0,2.0,14.9,1312.0
2011,WZ08-4673,"Wholesale of wood,constr.materials,sanitary equip.",3 to 5 persons employed,1877.0,1945.0,7420.0,1993.0,1062.0,269.0,1508.0,17.0,2.0,24.3,1890.0
2011,WZ08-4673,"Wholesale of wood,constr.materials,sanitary equip.",6 to 19 persons employed,2077.0,2372.0,21016.0,7229.0,3480.0,344.0,5729.0,103.0,21.0,20.8,7043.0
2011,WZ08-4673,"Wholesale of wood,constr.materials,sanitary equip.",20 or more persons employed,1762.0,4667.0,114521.0,43816.0,24866.0,383.0,35658.0,521.0,100.0,18.6,43309.0
2011,WZ08-4674,"Wholesale of hardware,plumbing,heating equip.,sup.",1 to 2 persons employed,2753.0,2941.0,3947.0,1104.0,401.0,280.0,843.0,18.0,64.0,23.6,999.0
2011,WZ08-4674,"Wholesale of hardware,plumbing,heating equip.,sup.",3 to 5 persons employed,1683.0,1693.0,6212.0,1711.0,1017.0,276.0,1257.0,15.0,2.0,26.5,1561.0
2011,WZ08-4674,"Wholesale of hardware,plumbing,heating equip.,sup.",6 to 19 persons employed,2166.0,2437.0,22672.0,6355.0,2934.0,280.0,4654.0,89.0,14.0,26.8,6221.0
2011,WZ08-4674,"Wholesale of hardware,plumbing,heating equip.,sup.",20 or more persons employed,1375.0,4120.0,144511.0,45936.0,33417.0,318.0,34322.0,518.0,50.0,25.3,45399.0
2011,WZ08-4675,Wholesale of chemical products,1 to 2 persons employed,1122.0,1132.0,1569.0,1504.0,1341.0,959.0,1298.0,2.0,0.0,13.7,1433.0
2011,WZ08-4675,Wholesale of chemical products,3 to 5 persons employed,632.0,814.0,2584.0,1629.0,2577.0,630.0,1373.0,3.0,1.0,15.7,1596.0
2011,WZ08-4675,Wholesale of chemical products,6 to 19 persons employed,778.0,799.0,7893.0,6453.0,8295.0,818.0,5369.0,50.0,7.0,16.8,6228.0
2011,WZ08-4675,Wholesale of chemical products,20 or more persons employed,407.0,764.0,29533.0,25046.0,61480.0,848.0,20502.0,165.0,9.0,18.1,24365.0
2011,WZ08-4676,Wholesale of other intermediate products,1 to 2 persons employed,352.0,352.0,424.0,167.0,474.0,394.0,137.0,3.0,0.0,17.8,164.0
2011,WZ08-4676,Wholesale of other intermediate products,3 to 5 persons employed,298.0,298.0,922.0,503.0,1688.0,546.0,414.0,4.0,1.0,17.8,485.0
2011,WZ08-4676,Wholesale of other intermediate products,6 to 19 persons employed,222.0,270.0,2309.0,1784.0,8027.0,773.0,1439.0,6.0,0.0,19.4,1714.0
2011,WZ08-4676,Wholesale of other intermediate products,20 or more persons employed,37.0,79.0,3080.0,6773.0,181679.0,2199.0,5965.0,20.0,1.0,11.9,6459.0
2011,WZ08-4677,Wholesale of waste and scrap,1 to 2 persons employed,1910.0,1919.0,2517.0,975.0,510.0,387.0,785.0,7.0,4.0,19.5,929.0
2011,WZ08-4677,Wholesale of waste and scrap,3 to 5 persons employed,811.0,911.0,3148.0,740.0,913.0,235.0,582.0,13.0,8.0,21.3,720.0
2011,WZ08-4677,Wholesale of waste and scrap,6 to 19 persons employed,486.0,601.0,5162.0,5063.0,10411.0,981.0,4199.0,63.0,6.0,17.1,4783.0
2011,WZ08-4677,Wholesale of waste and scrap,20 or more persons employed,367.0,668.0,18813.0,18952.0,51606.0,1007.0,16586.0,191.0,27.0,12.5,18535.0
2011,WZ08-469,Non-specialised wholesale trade,1 to 2 persons employed,1953.0,1975.0,2768.0,19508.0,9991.0,7048.0,19056.0,10.0,4.0,2.3,19597.0
2011,WZ08-469,Non-specialised wholesale trade,3 to 5 persons employed,1279.0,1320.0,4881.0,1337.0,1046.0,274.0,1050.0,2.0,1.0,21.4,1257.0
2011,WZ08-469,Non-specialised wholesale trade,6 to 19 persons employed,923.0,1042.0,9457.0,4198.0,4551.0,444.0,3462.0,16.0,6.0,17.5,4173.0
2011,WZ08-469,Non-specialised wholesale trade,20 or more persons employed,491.0,3954.0,85058.0,41213.0,83926.0,485.0,33594.0,325.0,68.0,18.5,40495.0
2011,WZ08-462-01,Wholesale (without wholesaling on a fee),1 to 2 persons employed,39444.0,40279.0,55186.0,73125.0,1854.0,1325.0,67954.0,201.0,106.0,7.1,71444.0
2011,WZ08-462-01,Wholesale (without wholesaling on a fee),3 to 5 persons employed,24172.0,25925.0,91803.0,40919.0,1693.0,446.0,33897.0,304.0,53.0,17.2,39190.0
2011,WZ08-462-01,Wholesale (without wholesaling on a fee),6 to 19 persons employed,26990.0,31674.0,276046.0,148996.0,5520.0,540.0,123768.0,1120.0,180.0,16.9,144412.0
2011,WZ08-462-01,Wholesale (without wholesaling on a fee),20 or more persons employed,18185.0,46523.0,1448773.0,860820.0,47338.0,594.0,705493.0,7130.0,1325.0,18.0,849262.0
2011,WZ08-462-02,Production-related trade,1 to 2 persons employed,21942.0,22516.0,30168.0,38723.0,1765.0,1284.0,36116.0,140.0,87.0,6.7,37610.0
2011,WZ08-462-02,Production-related trade,3 to 5 persons employed,12739.0,13684.0,48206.0,25540.0,2005.0,530.0,21619.0,173.0,35.0,15.4,24578.0
2011,WZ08-462-02,Production-related trade,6 to 19 persons employed,16135.0,18809.0,163701.0,102933.0,6380.0,629.0,87887.0,811.0,141.0,14.6,100175.0
2011,WZ08-462-02,Production-related trade,20 or more persons employed,9809.0,23555.0,725741.0,490609.0,50016.0,676.0,415204.0,3943.0,695.0,15.4,483315.0
2011,WZ08-463-01,Consumption-related trade,1 to 2 persons employed,17503.0,17764.0,25017.0,34402.0,1966.0,1375.0,31838.0,61.0,19.0,7.5,33834.0
2011,WZ08-463-01,Consumption-related trade,3 to 5 persons employed,11432.0,12241.0,43597.0,15379.0,1345.0,353.0,12278.0,131.0,19.0,20.2,14612.0
2011,WZ08-463-01,Consumption-related trade,6 to 19 persons employed,10855.0,12865.0,112345.0,46063.0,4244.0,410.0,35882.0,309.0,39.0,22.1,44237.0
2011,WZ08-463-01,Consumption-related trade,20 or more persons employed,8376.0,22968.0,723032.0,370211.0,44200.0,512.0,290290.0,3187.0,630.0,21.6,365947.0
2011,WZ08-47,"Retail trade, except motor vehicles a. motorcycles",1 to 2 persons employed,143304.0,145745.0,199888.0,17141.0,120.0,86.0,11672.0,271.0,58.0,31.9,14932.0
2011,WZ08-47,"Retail trade, except motor vehicles a. motorcycles",3 to 5 persons employed,83129.0,90063.0,298234.0,28955.0,348.0,97.0,19368.0,424.0,50.0,33.1,26315.0
2011,WZ08-47,"Retail trade, except motor vehicles a. motorcycles",6 to 19 persons employed,80022.0,103390.0,747214.0,88388.0,1105.0,118.0,62271.0,1243.0,179.0,29.5,83404.0
2011,WZ08-47,"Retail trade, except motor vehicles a. motorcycles",20 or more persons employed,21048.0,143163.0,2179209.0,336267.0,15976.0,154.0,235677.0,4954.0,876.0,29.9,336292.0
2011,WZ08-471,Retail sale in non-specialised stores,1 to 2 persons employed,14791.0,14871.0,22039.0,1749.0,118.0,79.0,1294.0,28.0,1.0,26.1,1589.0
2011,WZ08-471,Retail sale in non-specialised stores,3 to 5 persons employed,7144.0,7606.0,26207.0,1762.0,247.0,67.0,1269.0,58.0,3.0,28.0,1617.0
2011,WZ08-471,Retail sale in non-specialised stores,6 to 19 persons employed,8804.0,10394.0,87770.0,7537.0,856.0,86.0,5428.0,90.0,58.0,28.0,7111.0
2011,WZ08-471,Retail sale in non-specialised stores,20 or more persons employed,6172.0,40267.0,965852.0,162348.0,26306.0,168.0,125891.0,1956.0,356.0,22.5,164969.0
2011,WZ08-4711,Retail sale in non-spec. stores with food etc.,1 to 2 persons employed,9133.0,9140.0,13873.0,1073.0,118.0,77.0,807.0,5.0,1.0,24.8,970.0
2011,WZ08-4711,Retail sale in non-spec. stores with food etc.,3 to 5 persons employed,4757.0,5015.0,17351.0,1165.0,245.0,67.0,878.0,57.0,2.0,24.6,1100.0
2011,WZ08-4711,Retail sale in non-spec. stores with food etc.,6 to 19 persons employed,6659.0,7539.0,67984.0,5897.0,886.0,87.0,4285.0,47.0,56.0,27.3,5564.0
2011,WZ08-4711,Retail sale in non-spec. stores with food etc.,20 or more persons employed,5635.0,35293.0,839527.0,147431.0,26163.0,176.0,116351.0,1710.0,350.0,21.1,149547.0
2011,WZ08-4719,Other retail sale in non-specialised stores,1 to 2 persons employed,5658.0,5731.0,8165.0,676.0,119.0,83.0,487.0,24.0,0.0,28.0,618.0
2011,WZ08-4719,Other retail sale in non-specialised stores,3 to 5 persons employed,2387.0,2591.0,8856.0,597.0,250.0,67.0,391.0,2.0,1.0,34.5,517.0
2011,WZ08-4719,Other retail sale in non-specialised stores,6 to 19 persons employed,2145.0,2855.0,19786.0,1640.0,765.0,83.0,1143.0,43.0,2.0,30.3,1548.0
2011,WZ08-4719,Other retail sale in non-specialised stores,20 or more persons employed,537.0,4973.0,126325.0,14917.0,27803.0,118.0,9540.0,246.0,6.0,36.0,15423.0
2011,WZ08-472,"Retail sale of food, beverages and tobacco",1 to 2 persons employed,17007.0,17450.0,24782.0,2186.0,129.0,88.0,1586.0,40.0,8.0,27.4,1930.0
2011,WZ08-472,"Retail sale of food, beverages and tobacco",3 to 5 persons employed,10675.0,11724.0,38463.0,3733.0,350.0,97.0,2660.0,45.0,6.0,28.7,3328.0
2011,WZ08-472,"Retail sale of food, beverages and tobacco",6 to 19 persons employed,8978.0,11464.0,82802.0,5953.0,663.0,72.0,3919.0,138.0,14.0,34.2,5561.0
2011,WZ08-472,"Retail sale of food, beverages and tobacco",20 or more persons employed,1599.0,11578.0,97080.0,8508.0,5321.0,88.0,5453.0,197.0,12.0,35.9,8394.0
2011,WZ08-4721,Retail sale of fruit and vegetables,1 to 2 persons employed,2628.0,2720.0,4001.0,308.0,117.0,77.0,224.0,4.0,0.0,27.3,269.0
2011,WZ08-4721,Retail sale of fruit and vegetables,3 to 5 persons employed,1844.0,2018.0,6510.0,1114.0,604.0,171.0,818.0,9.0,1.0,26.5,934.0
2011,WZ08-4721,Retail sale of fruit and vegetables,6 to 19 persons employed,1128.0,1269.0,9786.0,651.0,577.0,67.0,443.0,13.0,2.0,32.0,581.0
2011,WZ08-4721,Retail sale of fruit and vegetables,20 or more persons employed,184.0,301.0,6223.0,422.0,2286.0,68.0,289.0,13.0,0.0,31.5,395.0
2011,WZ08-4722,Retail sale of meat and meat products,1 to 2 persons employed,881.0,927.0,1208.0,120.0,136.0,99.0,88.0,5.0,4.0,26.3,104.0
2011,WZ08-4722,Retail sale of meat and meat products,3 to 5 persons employed,1462.0,1552.0,5585.0,332.0,227.0,59.0,204.0,6.0,0.0,38.5,290.0
2011,WZ08-4722,Retail sale of meat and meat products,6 to 19 persons employed,1358.0,1772.0,13443.0,743.0,547.0,55.0,442.0,29.0,4.0,40.5,689.0
2011,WZ08-4722,Retail sale of meat and meat products,20 or more persons employed,302.0,1712.0,17859.0,1301.0,4304.0,73.0,727.0,27.0,2.0,44.2,1243.0
2011,WZ08-4723,"Retail sale of fish, crustaceans and molluscs",1 to 2 persons employed,453.0,453.0,647.0,66.0,147.0,103.0,50.0,1.0,1.0,25.0,57.0
2011,WZ08-4723,"Retail sale of fish, crustaceans and molluscs",3 to 5 persons employed,494.0,522.0,1937.0,118.0,238.0,61.0,70.0,5.0,1.0,40.4,98.0
2011,WZ08-4723,"Retail sale of fish, crustaceans and molluscs",6 to 19 persons employed,437.0,488.0,3737.0,197.0,450.0,53.0,109.0,7.0,1.0,44.6,168.0
2011,WZ08-4723,"Retail sale of fish, crustaceans and molluscs",20 or more persons employed,70.0,93.0,1911.0,114.0,1626.0,60.0,66.0,5.0,1.0,42.2,107.0
2011,WZ08-4724,"Retail sale of bread,cakes,flour a. sugar confect.",1 to 2 persons employed,2597.0,2669.0,3807.0,226.0,87.0,59.0,132.0,6.0,0.0,41.4,184.0
2011,WZ08-4724,"Retail sale of bread,cakes,flour a. sugar confect.",3 to 5 persons employed,1553.0,1779.0,5734.0,225.0,145.0,39.0,128.0,2.0,0.0,43.2,196.0
2011,WZ08-4724,"Retail sale of bread,cakes,flour a. sugar confect.",6 to 19 persons employed,2047.0,2660.0,19573.0,858.0,419.0,44.0,411.0,19.0,1.0,52.1,792.0
2011,WZ08-4724,"Retail sale of bread,cakes,flour a. sugar confect.",20 or more persons employed,389.0,4675.0,32876.0,1957.0,5032.0,60.0,970.0,53.0,5.0,50.4,1949.0
2011,WZ08-4725,Retail sale of beverages,1 to 2 persons employed,4944.0,5110.0,6992.0,597.0,121.0,85.0,425.0,11.0,1.0,28.9,528.0
2011,WZ08-4725,Retail sale of beverages,3 to 5 persons employed,2223.0,2423.0,7659.0,838.0,377.0,109.0,602.0,17.0,2.0,28.1,762.0
2011,WZ08-4725,Retail sale of beverages,6 to 19 persons employed,1880.0,2435.0,17370.0,1771.0,942.0,102.0,1280.0,25.0,3.0,27.7,1691.0
2011,WZ08-4725,Retail sale of beverages,20 or more persons employed,251.0,3079.0,17668.0,2863.0,11421.0,162.0,2141.0,46.0,1.0,25.2,2923.0
2011,WZ08-4726,Retail sale of tobacco products,1 to 2 persons employed,2346.0,2359.0,3651.0,494.0,211.0,135.0,406.0,1.0,0.0,17.9,460.0
2011,WZ08-4726,Retail sale of tobacco products,3 to 5 persons employed,1769.0,1957.0,6175.0,749.0,424.0,121.0,587.0,3.0,0.0,21.7,711.0
